protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT01025999,Mechanisms of Glycemic Improvement After Gastrointestinal Surgery,COMPLETED,University of Washington,OTHER,"Diabetes Mellitus, Type II",OBSERVATIONAL,ALL,ADULT,Seattle,United States,False,No intervention,18,1,1,2010,4,12,2009
NCT04893135,"Impact of the Rapid Normalization of Chronic Hyperglycemia and the Practice of Moderate Physical Activity on the ""Receptor Activator of Nuclear Factor-kappa B Ligand / Osteoprotégérine (RANKL / OPG) System in Patients Living With Type II Diabetes",COMPLETED,Centre Hospitalier Sud Francilien,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Corbeil-Essonnes,France,False,pratice physical activity,18,11,10,2021,19,5,2021
NCT03727854,Effect of Premeal Protein-bar on Glycemic Control in Patients With Type 2 Diabetes,COMPLETED,Seoul National University Hospital,OTHER,Patients With Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",True,Premeal protein enriched bar,19,27,8,2018,1,11,2018
NCT01782092,Activator and Type II Diabetics,COMPLETED,Life University,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,ADULT,Marietta,United States,False,Chiropractic Adjustment,30,1,8,2012,1,2,2013
NCT04768673,A Study to Investigate the PK and Safety of CKD-393,COMPLETED,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,CKD-393 formulation I,19,26,3,2021,24,2,2021
NCT01735253,Prospective Observatonal Study for Effect of Duodenojejunal Bypass and Gastric Bypass on T2DM Patients,COMPLETED,Inha University Hospital,OTHER,Non Insulin Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Incheon,"Korea, Republic of",False,laparoscopic roux en Y gastric bypass / open duodenojejunal bypass,20,1,12,2009,28,11,2012
NCT00889785,Situational Problem Solving in Adolescents With Type 2 Diabetes: Enhancing a Randomized Controlled Trial (RCT),COMPLETED,Vanderbilt University,OTHER,Adolescents With Type 2 Diabetes,INTERVENTIONAL,ALL,CHILD,Nashville,United States,False,Comprehensive intervention (disease management program),12,1,6,2009,29,4,2009
NCT00985114,Safety and Efficacy Study of EndoBarrier in Subjects With Type II Diabetes and Obesity,COMPLETED,Morphic Medical Inc.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Arnhem,Netherlands,True,EndoBarrier,18,1,10,2009,28,9,2009
NCT01610934,The Effects of GLP-1 in Maturity-Onset Diabetes of The Young (MODY),COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Maturity-onset Diabetes of the Young,INTERVENTIONAL,ALL,ADULT,Hellerup,Denmark,False,liraglutide,18,1,8,2012,4,6,2012
NCT05881213,"Clinical Trial to Investigate the Pharmacokinetics and Safety After Oral Administration of CKD-378 and Co-administration of D745, D150, D029 in Healthy Adults",COMPLETED,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,CKD-378 (low-dose),19,1,6,2023,31,5,2023
NCT01980459,Magnesium Treatment of Inflammation in Disorders of Glucose Homeostasis,COMPLETED,George Washington University,OTHER,Non-Insulin Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Kuwait City,Kuwait,False,magnesium lactate,20,1,10,2013,11,11,2013
NCT05741437,A Clinical Trial to Compare and Evaluate the Safety and Pharmacokinetics of CKD-378,COMPLETED,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,"CKD-378, QD, PO Drug: D745, D150, QD, PO",19,11,4,2023,23,2,2023
NCT03596177,A Study to Evaluate the Effect of MEDI0382 on Energy Balance in Overweight and Obese Participants With Type 2 Diabetes Mellitus,COMPLETED,MedImmune LLC,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,ADULT,Cambridge,United Kingdom,True,MEDI0382,30,26,9,2018,23,7,2018
NCT04639492,Postbiotic MBS and Metformin Combination in Patients With T2DM,COMPLETED,Microbio Co Ltd,INDUSTRY,Type-II Diabetes,INTERVENTIONAL,ALL,ADULT,Taipei,Taiwan,False,MBS oral solution,20,2,11,2020,20,11,2020
NCT00359112,AVANDAMET Versus Metformin And Sulphonylurea In People With Poorly Controlled Type 2 Diabetes,COMPLETED,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Brugge,Belgium,False,metformin,18,1,2,2004,1,8,2006
NCT01384045,Outreach for Diabetes Cure,COMPLETED,"University of Colorado, Denver",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Aurora,United States,False,Health promotion outreach,18,1,2,2009,28,6,2011
NCT01342939,Pathophysiological Implications of the Incretin Hormones in Maturity Onset of Diabetes of the Young (MODY),COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Maturity-onset Diabetes of the Young,OBSERVATIONAL,ALL,ADULT,Hellerup,Denmark,False,Oral Glucose Tolerance Test (OGTT),18,1,1,2011,27,4,2011
NCT04499846,Educational Intervention Targeting Statin Therapy and Compliance in Diabetic Patients,COMPLETED,Lille Catholic University,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,ADULT,Lomme,France,False,Therapeutic education,18,11,6,2020,5,8,2020
NCT00269061,"Study In Patients With Type 2 Diabetes Who Are Taking Metformin And Sulfonylurea, Metformin And Insulin, Or Insulin",COMPLETED,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Belmont,United States,False,pioglitazone,18,1,1,2006,23,12,2005
NCT01207934,Recombinant Human Leptin Therapy Effects on Insulin Action,COMPLETED,Washington University School of Medicine,OTHER,Type Two Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,True,placebo,25,1,8,1998,23,9,2010
NCT05711602,The Physical and Mental Health of People With Type II Diabetes Mellitus.,COMPLETED,University of Jaén,OTHER,Adult ALL,INTERVENTIONAL,ALL,ADULT,Jaén,Spain,False,Pilates,60,9,1,2023,3,2,2023
NCT05789706,Use of a Smart-phone Based Medication Adherence Platform to Improve Outcomes in Uncontrolled Non-insulin Dependent Diabetes Among Veterans,COMPLETED,VA Sierra Nevada Health Care System,FED,Diabetes,INTERVENTIONAL,ALL,ADULT,Reno,United States,False,Dayamed Arthur a novel intelligent medication adherence platform,18,24,3,2021,29,3,2023
NCT04540016,Mass Balance and Biotransformation of [14C]HSK7653 in Human,COMPLETED,"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY,Type II Diabetes,INTERVENTIONAL,MALE,ADULT,Suzhou,China,False,[14C]HSK7653,18,15,11,2020,7,9,2020
NCT00156897,Efficacy and Safety of ATL-962 in Obese Diabetics,COMPLETED,Alizyme,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Aalborg,Denmark,False,ATL-962,18,1,12,2004,12,9,2005
NCT00856908,Safety and Tolerability After Four Weeks of Treatment With AZD1656 in Patients With Type 2 Diabetes,COMPLETED,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,True,AZD1656,30,1,2,2009,6,3,2009
NCT02556840,Impact on Birth Weight of Two Therapeutic Strategies (Insulin Therapy From the Beginning of Pregnancy vs. Insulin Therapy Initiated According to Fetal Growth Evaluated by Ultrasonography Measurements) in Pregnant Women With Monogenic Diabetes,COMPLETED,Assistance Publique - Hôpitaux de Paris,OTHER,Maturity-Onset Diabetes of the Young,INTERVENTIONAL,FEMALE,ADULT,Paris,France,False,insulin therapy,18,25,4,2016,22,9,2015
NCT01698528,Evaluation of a Prototype Diabetes Management System Applied to Insulin Initiation and Titration,COMPLETED,Joslin Diabetes Center,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,True,Tablet Computer,18,1,10,2012,3,10,2012
NCT01927562,Initial Clinical Evaluation of an Endoscopic Therapy for Type 2 Diabetes,COMPLETED,Fractyl Health Inc.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Santiago,Chile,True,Fractyl Duodenal Remodeling System,28,13,7,2013,22,8,2013
NCT03498001,Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,COMPLETED,Centre Hospitalier Universitaire Dijon,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Dijon,France,False,GLP-1 agonists,50,16,4,2018,13,4,2018
NCT01619332,"Clinical Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of LEZ763",COMPLETED,Novartis Pharmaceuticals,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,Placebo,18,1,3,2012,14,6,2012
NCT06377657,Oxidative and Antioxidant Indices to HIIT and Aloe Vera Supplementation in Patients With T2DM,COMPLETED,University of Nis,OTHER,Diabetes Type 2,INTERVENTIONAL,MALE,ADULT,Amol,"Iran, Islamic Republic of",False,Exercise,25,15,1,2022,22,4,2024
NCT00703482,"A Randomised, Double-Blind, Placebo-Controlled Study Assessing the Effect of Fenofibrate, Coenzyme Q10 and Their co-Administration on Ventricular Diastolic Function in Patients With Type 2 Diabetes",COMPLETED,Solvay Pharmaceuticals,INDUSTRY,Patients With Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Fremantle,Australia,False,Fenofibrate/CoQ10,40,1,5,2003,23,6,2008
NCT02984644,Paradoxical Stimulation of Hepatic Glucose Production With Dapagliflozin,COMPLETED,The University of Texas Health Science Center at San Antonio,OTHER,Type II; Diabetes,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,True,Dapagliflozin,18,6,9,2017,7,12,2016
NCT00819884,To Evaluate 24-hr Glucose After OD vs BD AZD1656,COMPLETED,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,False,AZD1656,30,1,1,2009,9,1,2009
NCT02429258,Effect of Dapagliflozin on 24-hour Blood Glucose in T2DM Patients Inadequately Controlled With Either Metformin Or Insulin,COMPLETED,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Farxiga,18,1,5,2015,29,4,2015
NCT01206725,Exercise Study on Cardiac Function in Patients With Diabetes Mellitus Type 2 and Diastolic Dysfunction,COMPLETED,Norwegian University of Science and Technology,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Trondheim,Norway,False,Exercise,20,1,9,2010,22,9,2010
NCT03784703,Type 2 Diabetic Patients Maintained on Statin Therapy,COMPLETED,Damanhour University,OTHER,Dyslipidemia Associated With Type II Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Tanta,Egypt,False,Atorvastatin 40 Mg Oral Tablet,35,1,1,2018,24,12,2018
NCT03437109,Efficacy of Androgen Substitution for Hypogonadism in Men With Type 2 Diabetes Mellitus,COMPLETED,Besins Healthcare,INDUSTRY,T2DM (Type 2 Diabetes Mellitus),OBSERVATIONAL,MALE,ADULT,Moscow,Russian Federation,False,Laboratory tests,45,6,12,2017,19,2,2018
NCT02084251,Clinical Trial for PB-119 in Healthy Subjects (Phase I),COMPLETED,"PegBio Co., Ltd.",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,PB-119,18,1,2,2014,11,3,2014
NCT02726217,NYULMC CareSmarts Pilot,COMPLETED,NYU Langone Health,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,New York,United States,False,CareSmarts Mobile Health Diabetes Program,18,1,3,2016,1,4,2016
NCT02496000,Phase II Safety and Efficacy Study of Oral ORMD-0801 in Patients With Type 2 Diabetes Mellitus,COMPLETED,"Oramed, Ltd.",INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,ORMD-0801,20,27,7,2015,14,7,2015
NCT00887302,Metabolomics of Roux-en-Y Gastric Bypass (RYGB) With Gastrostomy,COMPLETED,East Carolina University,OTHER,Type II Diabetes Mellitus,OBSERVATIONAL,FEMALE,ADULT,Greenville,United States,False,Gastric Band,18,25,3,2009,23,4,2009
NCT04830969,Impact of Periodontal Therapy on Patients With Diabetes,COMPLETED,State University of New York at Buffalo,OTHER,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,ADULT,Buffalo,United States,True,Chlorhexidine gluconate oral rinse,25,8,11,2016,5,4,2021
NCT01652729,"Comparison Study of the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus",COMPLETED,AstraZeneca,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Exenatide once weekly suspension,18,1,2,2013,30,7,2012
NCT00561171,Phase IIa Study to Investigate the Efficacy and Safety of SPP635 in Diabetic and Hypertensive Patients With Albuminuria,COMPLETED,Speedel Pharma Ltd.,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Ballinasloe,Ireland,False,SPP635,18,1,11,2007,20,11,2007
NCT06476990,Food Rx + Community Health Worker,COMPLETED,University of Kansas Medical Center,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Kansas City,United States,False,Healthy food box,18,14,5,2021,27,6,2024
NCT04289818,"The Effectiveness of ""CARE Coaching Model"" as an Effort to Empower Type 2 Diabetes Mellitus Patients",COMPLETED,Indonesia University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Jakarta Pusat,Indonesia,False,Health Coaching,30,1,2,2018,28,2,2020
NCT04233229,Evaluation of a Closed-loop Insulin Delivery System at Home With Tailored Home Care Services in Poorly Controlled Type 2 Diabetes Patients (T2D),COMPLETED,Air Liquide Santé International,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Brest,France,False,t:slim X2 with Control-IQ,18,30,12,2019,18,1,2020
NCT05107063,An Observational Study Investigating the Effectiveness of Pravastatin on Renal Function in Korean Dyslipidemic Patients With Type 2 Diabetes,COMPLETED,Daiichi Sankyo,INDUSTRY,Dyslipidemia Associated With Type II Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Ansan,"Korea, Republic of",False,Pravastatin,18,20,1,2016,4,11,2021
NCT06005519,The Short and Long-term Effects of Low Advanced Glycation End Product* Diet,COMPLETED,Marmara University Pendik Training and Research Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Istanbul,Turkey,False,low AGE diet education,18,1,12,2018,22,8,2023
NCT01066039,Phase 4 Study to Assess the Effect of Bisoprolol on Glycemic Level in Type II Diabetic Subjects With Suboptimal Blood Pressure Control,COMPLETED,"Merck KGaA, Darmstadt, Germany",INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",True,Bisoprolol,20,1,4,2010,10,2,2010
NCT04887077,Digital Intervention Promoting Physical Activity Among Obese People (DIPPAO),COMPLETED,"University Hospital, Clermont-Ferrand",OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Clermont-Ferrand,France,False,Kiplin,18,10,6,2021,14,5,2021
NCT05266742,Investigation of the Effect of Web-based Education on Self-Care Management and Family Support in Women With Type 2 Diabetes,COMPLETED,Ankara Yildirim Beyazıt University,OTHER,Diabetes Type 2,INTERVENTIONAL,FEMALE,ADULT,Ankara,Turkey,False,web based education,18,15,12,2019,4,3,2022
NCT01336738,Study Of Safety And Efficacy Of PF-04991532 In Subjects With Type 2 Diabetes Mellitus,COMPLETED,Pfizer,INDUSTRY,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Jonesboro,United States,True,Placebo,18,1,6,2011,18,4,2011
NCT04971252,Type 2 Diabetes Mellitus and Chronic Kidney Disease,COMPLETED,Sohag University,OTHER,Renal Disorder Associated With Type II Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Sohag,Egypt,False,Hematologic tests for patients with diabetes mellitus and chronic kidney disease,18,7,7,2021,21,7,2021
NCT05399134,Glycemic Evaluation of Novel Staple Foods,COMPLETED,National University of Singapore,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,ADULT,Singapore,Singapore,False,Modified Functional Foods,21,1,1,2021,1,6,2022
NCT02041234,Roux-en-Y Gastric Bypass for BMI 27-32 Type 2 Diabetes Versus Best Medical Treatment,COMPLETED,Khoo Teck Puat Hospital,OTHER,Type II Diabetes in Subjects BMI 27 to 32,INTERVENTIONAL,ALL,ADULT,Singapore,Singapore,False,Roux-en-Y Gastric Bypass (RYGB),21,1,2,2014,22,1,2014
NCT04946188,Translating Biometric Data Into Blood Glucose Levels,COMPLETED,Scimita Operations Pty Ltd.,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Sydney,Australia,False,Opuz NICGM,18,21,7,2020,30,6,2021
NCT02529982,Curcumin Supplementation and Patients With Type 2 Diabetes,COMPLETED,National Nutrition and Food Technology Institute,OTHER,Non Insulin Dependent Diabetes,INTERVENTIONAL,ALL,ADULT,Tehran,"Iran, Islamic Republic of",False,Curcumin,40,1,7,2015,20,8,2015
NCT01845064,A Study to Evaluate the Safety and Effectiveness of DM199 in Healthy Subjects and Type 2 Diabetes Patients,COMPLETED,DiaMedica Therapeutics Inc,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Zuidlaren,Netherlands,False,DM199,18,1,4,2013,3,5,2013
NCT04910178,Follow-up of NAFLD Patients With MRI-PDFF,COMPLETED,Asmaa Abdelfattah Elsayed,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Minya,Egypt,False,Empagliflozin 25 MG,18,1,12,2020,2,6,2021
NCT05276128,Effects of Plant Based Lipids on Glucose Regulation and Cognitive Variables,COMPLETED,Lund University,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,ADULT,Lund,Sweden,False,lipids,20,20,3,2022,11,3,2022
NCT03714451,Investigating the Effect of Onyx Sorghum on Blood Glucose in Individuals With Type 2 Diabetes,COMPLETED,Yale University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,New Haven,United States,False,onyx sorghum,30,1,11,2018,22,10,2018
NCT01193179,A Phase 3 Study of OPC-262 in Patients With Type 2 Diabetes,COMPLETED,"Kyowa Kirin Co., Ltd.",INDUSTRY,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Kanto Rigeon,Japan,False,OPC-262,20,1,7,2010,1,9,2010
NCT01359904,Effect of Dialysis Glucose Bath on Glycemic Control in Hemodialysis (HD),COMPLETED,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Montreal,Canada,True,High Dialysate bath,18,1,5,2011,25,5,2011
NCT01617603,A Comparison Chocolate With and Without High Cocoa Solids in Patients With Type 2 Diabetes in a Randomised Clinical Trial,COMPLETED,Société des Produits Nestlé (SPN),INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Hull,United Kingdom,True,Cocoa Polyphenols,45,1,4,2009,12,6,2012
NCT01472328,Effects of HBO Therapy on Muscular Insulin Resistence in Type 2 Diabetes,COMPLETED,German Diabetes Center,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Düsseldorf,Germany,False,HBO therapy,30,1,3,2012,16,11,2011
NCT02093234,Changing the Healthcare Delivery Model,COMPLETED,George Washington University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Washington,United States,True,mobile health care application,21,1,4,2014,20,3,2014
NCT04076384,Effectiveness of a Team-based Follow-up Program in General Practice Among People With Chronic Conditions,COMPLETED,Bergen University College,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Bergen,Norway,False,Guided Self-Determination,20,19,8,2019,3,9,2019
NCT04115657,"The Effect of Different Starches of Boba Pearls and Sugar Substitutes Used in Milk Tea on Glycaemia, Insulinaemia and Appetite Control (Pearl Study)",COMPLETED,Singapore Institute of Food and Biotechnology Innovation,OTHER_GOV,Diabete Type 2,INTERVENTIONAL,MALE,ADULT,Singapore,Singapore,False,Starch 1,21,2,5,2019,4,10,2019
NCT02586129,Clinical Trial of YH14755 in Subjects With Dyslipidemia and Type II Diabetes,COMPLETED,Yuhan Corporation,INDUSTRY,Dyslipidemia,INTERVENTIONAL,ALL,ADULT,Seongnam-Si,"Korea, Republic of",False,YH14755,19,4,11,2015,26,10,2015
NCT00881543,"""Effect of Dipeptidyl Peptidase IV After Diets in näive Type 2 Diabetic Patients""",COMPLETED,University of Sao Paulo General Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,São Paulo,Brazil,False,Dipeptidyl Peptidase IV inhibitors,40,1,6,2009,15,4,2009
NCT05072990,Type 2 Diabetes Mellitus With Obesity and Dyslipidemia Treated by Chinese Herbal Medicine,COMPLETED,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,OTHER,Type 2 Diabetes Mellitus in Obese,OBSERVATIONAL,ALL,ADULT,Beijing,China,False,Chinese herb medicine,18,27,10,2021,11,10,2021
NCT03380416,Effects of a Portfolio Diet on NAFLD in Type 2 Diabetic Patients,COMPLETED,Federico II University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Naples,Italy,False,Portfolio Diet,35,4,4,2017,21,12,2017
NCT02809963,Mineralocorticoid Receptor Antagonists in Type 2 Diabetes,COMPLETED,Herlev Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Herlev,Denmark,False,Eplerenone,18,1,11,2015,22,6,2016
NCT02947620,Metformin/Atorvastatin Combination Therapy in Subjects With Type II Diabetes and Dyslipidemia (Phase 3),COMPLETED,Daewoong Pharmaceutical Co. LTD.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,"Metformin/Atorvastatin 1500mg/40mg, QD",19,1,8,2015,28,10,2016
NCT01076842,Efficacy Evaluation of Different Medication Combination in Type 2 Diabetes Treatment,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Washington,United States,False,Insulin-Levemir,18,1,4,2008,26,2,2010
NCT00539890,Comparison Between Technosphere/Insulin Inhalation Powder Versus Rapid Acting Insulin in Subjects With Type 2 Diabetes Mellitus,COMPLETED,Mannkind Corporation,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Chelyabinsk,Russian Federation,False,Technosphere Insulin,18,1,11,2005,5,10,2007
