Title,Sponsor,Sponsor_Class,Conditions,Study_Type,Sex,Age_Category,City,Country,Results,Interventions,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
A Clinical Trial to Compare and Evaluate the Safety and Pharmacokinetics of CKD-378,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,"CKD-378, QD, PO Drug: D745, D150, QD, PO",19,11,4,2023,23,2,2023
A Study to Evaluate the Effect of MEDI0382 on Energy Balance in Overweight and Obese Participants With Type 2 Diabetes Mellitus,MedImmune LLC,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,ADULT,Cambridge,United Kingdom,Failed,MEDI0382,30,26,9,2018,23,7,2018
Postbiotic MBS and Metformin Combination in Patients With T2DM,Microbio Co Ltd,INDUSTRY,Type-II Diabetes,INTERVENTIONAL,ALL,ADULT,Taipei,Taiwan,Passed,MBS oral solution,20,2,11,2020,20,11,2020
AVANDAMET Versus Metformin And Sulphonylurea In People With Poorly Controlled Type 2 Diabetes,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Brugge,Belgium,Passed,metformin,18,1,2,2004,1,8,2006
Outreach for Diabetes Cure,"University of Colorado, Denver",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Aurora,United States,Passed,Health promotion outreach,18,1,2,2009,28,6,2011
Pathophysiological Implications of the Incretin Hormones in Maturity Onset of Diabetes of the Young (MODY),"University Hospital, Gentofte, Copenhagen",OTHER,Maturity-onset Diabetes of the Young,OBSERVATIONAL,ALL,ADULT,Hellerup,Denmark,Passed,Oral Glucose Tolerance Test (OGTT),18,1,1,2011,27,4,2011
Educational Intervention Targeting Statin Therapy and Compliance in Diabetic Patients,Lille Catholic University,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,ADULT,Lomme,France,Passed,Therapeutic education,18,11,6,2020,5,8,2020
"Study In Patients With Type 2 Diabetes Who Are Taking Metformin And Sulfonylurea, Metformin And Insulin, Or Insulin",GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Belmont,United States,Passed,pioglitazone,18,1,1,2006,23,12,2005
Recombinant Human Leptin Therapy Effects on Insulin Action,Washington University School of Medicine,OTHER,Type Two Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,Failed,placebo,25,1,8,1998,23,9,2010
The Physical and Mental Health of People With Type II Diabetes Mellitus.,University of Jaén,OTHER,Adult ALL,INTERVENTIONAL,ALL,ADULT,Jaén,Spain,Passed,Pilates,60,9,1,2023,3,2,2023
Use of a Smart-phone Based Medication Adherence Platform to Improve Outcomes in Uncontrolled Non-insulin Dependent Diabetes Among Veterans,VA Sierra Nevada Health Care System,FED,Diabetes,INTERVENTIONAL,ALL,ADULT,Reno,United States,Passed,Dayamed Arthur a novel intelligent medication adherence platform,18,24,3,2021,29,3,2023
Mass Balance and Biotransformation of [14C]HSK7653 in Human,"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY,Type II Diabetes,INTERVENTIONAL,MALE,ADULT,Suzhou,China,Passed,[14C]HSK7653,18,15,11,2020,7,9,2020
Efficacy and Safety of ATL-962 in Obese Diabetics,Alizyme,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Aalborg,Denmark,Passed,ATL-962,18,1,12,2004,12,9,2005
Safety and Tolerability After Four Weeks of Treatment With AZD1656 in Patients With Type 2 Diabetes,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Failed,AZD1656,30,1,2,2009,6,3,2009
Impact on Birth Weight of Two Therapeutic Strategies (Insulin Therapy From the Beginning of Pregnancy vs. Insulin Therapy Initiated According to Fetal Growth Evaluated by Ultrasonography Measurements) in Pregnant Women With Monogenic Diabetes,Assistance Publique - Hôpitaux de Paris,OTHER,Maturity-Onset Diabetes of the Young,INTERVENTIONAL,FEMALE,ADULT,Paris,France,Passed,insulin therapy,18,25,4,2016,22,9,2015
Evaluation of a Prototype Diabetes Management System Applied to Insulin Initiation and Titration,Joslin Diabetes Center,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,Failed,Tablet Computer,18,1,10,2012,3,10,2012
Initial Clinical Evaluation of an Endoscopic Therapy for Type 2 Diabetes,Fractyl Health Inc.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Santiago,Chile,Failed,Fractyl Duodenal Remodeling System,28,13,7,2013,22,8,2013
Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,Centre Hospitalier Universitaire Dijon,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Dijon,France,Passed,GLP-1 agonists,50,16,4,2018,13,4,2018
"Clinical Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of LEZ763",Novartis Pharmaceuticals,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,Placebo,18,1,3,2012,14,6,2012
Oxidative and Antioxidant Indices to HIIT and Aloe Vera Supplementation in Patients With T2DM,University of Nis,OTHER,Diabetes Type 2,INTERVENTIONAL,MALE,ADULT,Amol,"Iran, Islamic Republic of",Passed,Exercise,25,15,1,2022,22,4,2024
"A Randomised, Double-Blind, Placebo-Controlled Study Assessing the Effect of Fenofibrate, Coenzyme Q10 and Their co-Administration on Ventricular Diastolic Function in Patients With Type 2 Diabetes",Solvay Pharmaceuticals,INDUSTRY,Patients With Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Fremantle,Australia,Passed,Fenofibrate/CoQ10,40,1,5,2003,23,6,2008
Paradoxical Stimulation of Hepatic Glucose Production With Dapagliflozin,The University of Texas Health Science Center at San Antonio,OTHER,Type II; Diabetes,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,Failed,Dapagliflozin,18,6,9,2017,7,12,2016
To Evaluate 24-hr Glucose After OD vs BD AZD1656,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,Passed,AZD1656,30,1,1,2009,9,1,2009
Effect of Dapagliflozin on 24-hour Blood Glucose in T2DM Patients Inadequately Controlled With Either Metformin Or Insulin,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Farxiga,18,1,5,2015,29,4,2015
Exercise Study on Cardiac Function in Patients With Diabetes Mellitus Type 2 and Diastolic Dysfunction,Norwegian University of Science and Technology,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Trondheim,Norway,Passed,Exercise,20,1,9,2010,22,9,2010
Type 2 Diabetic Patients Maintained on Statin Therapy,Damanhour University,OTHER,Dyslipidemia Associated With Type II Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Tanta,Egypt,Passed,Atorvastatin 40 Mg Oral Tablet,35,1,1,2018,24,12,2018
Efficacy of Androgen Substitution for Hypogonadism in Men With Type 2 Diabetes Mellitus,Besins Healthcare,INDUSTRY,T2DM (Type 2 Diabetes Mellitus),OBSERVATIONAL,MALE,ADULT,Moscow,Russian Federation,Passed,Laboratory tests,45,6,12,2017,19,2,2018
Clinical Trial for PB-119 in Healthy Subjects (Phase I),"PegBio Co., Ltd.",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,Passed,PB-119,18,1,2,2014,11,3,2014
NYULMC CareSmarts Pilot,NYU Langone Health,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,New York,United States,Passed,CareSmarts Mobile Health Diabetes Program,18,1,3,2016,1,4,2016
Phase II Safety and Efficacy Study of Oral ORMD-0801 in Patients With Type 2 Diabetes Mellitus,"Oramed, Ltd.",INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,Failed,ORMD-0801,20,27,7,2015,14,7,2015
Metabolomics of Roux-en-Y Gastric Bypass (RYGB) With Gastrostomy,East Carolina University,OTHER,Type II Diabetes Mellitus,OBSERVATIONAL,FEMALE,ADULT,Greenville,United States,Passed,Gastric Band,18,25,3,2009,23,4,2009
Impact of Periodontal Therapy on Patients With Diabetes,State University of New York at Buffalo,OTHER,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,ADULT,Buffalo,United States,Failed,Chlorhexidine gluconate oral rinse,25,8,11,2016,5,4,2021
"Comparison Study of the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus",AstraZeneca,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Exenatide once weekly suspension,18,1,2,2013,30,7,2012
Phase IIa Study to Investigate the Efficacy and Safety of SPP635 in Diabetic and Hypertensive Patients With Albuminuria,Speedel Pharma Ltd.,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Ballinasloe,Ireland,Passed,SPP635,18,1,11,2007,20,11,2007
Food Rx + Community Health Worker,University of Kansas Medical Center,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Kansas City,United States,Passed,Healthy food box,18,14,5,2021,27,6,2024
"The Effectiveness of ""CARE Coaching Model"" as an Effort to Empower Type 2 Diabetes Mellitus Patients",Indonesia University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Jakarta Pusat,Indonesia,Passed,Health Coaching,30,1,2,2018,28,2,2020
Evaluation of a Closed-loop Insulin Delivery System at Home With Tailored Home Care Services in Poorly Controlled Type 2 Diabetes Patients (T2D),Air Liquide Santé International,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Brest,France,Passed,t:slim X2 with Control-IQ,18,30,12,2019,18,1,2020
An Observational Study Investigating the Effectiveness of Pravastatin on Renal Function in Korean Dyslipidemic Patients With Type 2 Diabetes,Daiichi Sankyo,INDUSTRY,Dyslipidemia Associated With Type II Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Ansan,"Korea, Republic of",Passed,Pravastatin,18,20,1,2016,4,11,2021
The Short and Long-term Effects of Low Advanced Glycation End Product* Diet,Marmara University Pendik Training and Research Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Istanbul,Turkey,Passed,low AGE diet education,18,1,12,2018,22,8,2023
Phase 4 Study to Assess the Effect of Bisoprolol on Glycemic Level in Type II Diabetic Subjects With Suboptimal Blood Pressure Control,"Merck KGaA, Darmstadt, Germany",INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Failed,Bisoprolol,20,1,4,2010,10,2,2010
Digital Intervention Promoting Physical Activity Among Obese People (DIPPAO),"University Hospital, Clermont-Ferrand",OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Clermont-Ferrand,France,Passed,Kiplin,18,10,6,2021,14,5,2021
Investigation of the Effect of Web-based Education on Self-Care Management and Family Support in Women With Type 2 Diabetes,Ankara Yildirim Beyazıt University,OTHER,Diabetes Type 2,INTERVENTIONAL,FEMALE,ADULT,Ankara,Turkey,Passed,web based education,18,15,12,2019,4,3,2022
Study Of Safety And Efficacy Of PF-04991532 In Subjects With Type 2 Diabetes Mellitus,Pfizer,INDUSTRY,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Jonesboro,United States,Failed,Placebo,18,1,6,2011,18,4,2011
Type 2 Diabetes Mellitus and Chronic Kidney Disease,Sohag University,OTHER,Renal Disorder Associated With Type II Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Sohag,Egypt,Passed,Hematologic tests for patients with diabetes mellitus and chronic kidney disease,18,7,7,2021,21,7,2021
Glycemic Evaluation of Novel Staple Foods,National University of Singapore,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,ADULT,Singapore,Singapore,Passed,Modified Functional Foods,21,1,1,2021,1,6,2022
Roux-en-Y Gastric Bypass for BMI 27-32 Type 2 Diabetes Versus Best Medical Treatment,Khoo Teck Puat Hospital,OTHER,Type II Diabetes in Subjects BMI 27 to 32,INTERVENTIONAL,ALL,ADULT,Singapore,Singapore,Passed,Roux-en-Y Gastric Bypass (RYGB),21,1,2,2014,22,1,2014
Translating Biometric Data Into Blood Glucose Levels,Scimita Operations Pty Ltd.,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Sydney,Australia,Passed,Opuz NICGM,18,21,7,2020,30,6,2021
Curcumin Supplementation and Patients With Type 2 Diabetes,National Nutrition and Food Technology Institute,OTHER,Non Insulin Dependent Diabetes,INTERVENTIONAL,ALL,ADULT,Tehran,"Iran, Islamic Republic of",Passed,Curcumin,40,1,7,2015,20,8,2015
A Study to Evaluate the Safety and Effectiveness of DM199 in Healthy Subjects and Type 2 Diabetes Patients,DiaMedica Therapeutics Inc,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Zuidlaren,Netherlands,Passed,DM199,18,1,4,2013,3,5,2013
Follow-up of NAFLD Patients With MRI-PDFF,Asmaa Abdelfattah Elsayed,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Minya,Egypt,Passed,Empagliflozin 25 MG,18,1,12,2020,2,6,2021
Effects of Plant Based Lipids on Glucose Regulation and Cognitive Variables,Lund University,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,ADULT,Lund,Sweden,Passed,lipids,20,20,3,2022,11,3,2022
Investigating the Effect of Onyx Sorghum on Blood Glucose in Individuals With Type 2 Diabetes,Yale University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,New Haven,United States,Passed,onyx sorghum,30,1,11,2018,22,10,2018
A Phase 3 Study of OPC-262 in Patients With Type 2 Diabetes,"Kyowa Kirin Co., Ltd.",INDUSTRY,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Kanto Rigeon,Japan,Passed,OPC-262,20,1,7,2010,1,9,2010
Effect of Dialysis Glucose Bath on Glycemic Control in Hemodialysis (HD),McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Montreal,Canada,Failed,High Dialysate bath,18,1,5,2011,25,5,2011
A Comparison Chocolate With and Without High Cocoa Solids in Patients With Type 2 Diabetes in a Randomised Clinical Trial,Société des Produits Nestlé (SPN),INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Hull,United Kingdom,Failed,Cocoa Polyphenols,45,1,4,2009,12,6,2012
Effects of HBO Therapy on Muscular Insulin Resistence in Type 2 Diabetes,German Diabetes Center,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Düsseldorf,Germany,Passed,HBO therapy,30,1,3,2012,16,11,2011
Changing the Healthcare Delivery Model,George Washington University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Washington,United States,Failed,mobile health care application,21,1,4,2014,20,3,2014
Effectiveness of a Team-based Follow-up Program in General Practice Among People With Chronic Conditions,Bergen University College,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Bergen,Norway,Passed,Guided Self-Determination,20,19,8,2019,3,9,2019
"The Effect of Different Starches of Boba Pearls and Sugar Substitutes Used in Milk Tea on Glycaemia, Insulinaemia and Appetite Control (Pearl Study)",Singapore Institute of Food and Biotechnology Innovation,OTHER_GOV,Diabete Type 2,INTERVENTIONAL,MALE,ADULT,Singapore,Singapore,Passed,Starch 1,21,2,5,2019,4,10,2019
Clinical Trial of YH14755 in Subjects With Dyslipidemia and Type II Diabetes,Yuhan Corporation,INDUSTRY,Dyslipidemia,INTERVENTIONAL,ALL,ADULT,Seongnam-Si,"Korea, Republic of",Passed,YH14755,19,4,11,2015,26,10,2015
"""Effect of Dipeptidyl Peptidase IV After Diets in näive Type 2 Diabetic Patients""",University of Sao Paulo General Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,São Paulo,Brazil,Passed,Dipeptidyl Peptidase IV inhibitors,40,1,6,2009,15,4,2009
Type 2 Diabetes Mellitus With Obesity and Dyslipidemia Treated by Chinese Herbal Medicine,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,OTHER,Type 2 Diabetes Mellitus in Obese,OBSERVATIONAL,ALL,ADULT,Beijing,China,Passed,Chinese herb medicine,18,27,10,2021,11,10,2021
Effects of a Portfolio Diet on NAFLD in Type 2 Diabetic Patients,Federico II University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Naples,Italy,Passed,Portfolio Diet,35,4,4,2017,21,12,2017
Mineralocorticoid Receptor Antagonists in Type 2 Diabetes,Herlev Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Herlev,Denmark,Passed,Eplerenone,18,1,11,2015,22,6,2016
Metformin/Atorvastatin Combination Therapy in Subjects With Type II Diabetes and Dyslipidemia (Phase 3),Daewoong Pharmaceutical Co. LTD.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,"Metformin/Atorvastatin 1500mg/40mg, QD",19,1,8,2015,28,10,2016
Efficacy Evaluation of Different Medication Combination in Type 2 Diabetes Treatment,Novo Nordisk A/S,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Washington,United States,Passed,Insulin-Levemir,18,1,4,2008,26,2,2010
Comparison Between Technosphere/Insulin Inhalation Powder Versus Rapid Acting Insulin in Subjects With Type 2 Diabetes Mellitus,Mannkind Corporation,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Chelyabinsk,Russian Federation,Passed,Technosphere Insulin,18,1,11,2005,5,10,2007
Effect of Occupational Therapy in Promoting Medication Adherence,University of Indianapolis,OTHER,Hypertension,INTERVENTIONAL,ALL,ADULT,Springfield,United States,Passed,Treatment as Usual Plus Occupational Therapy,18,1,7,2018,11,6,2018
Effects of Prebiotics on GLP-1 in Type 2 Diabetes,Oslo University Hospital,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Oslo,Norway,Passed,Prebiotic fibers: oligofructose and inulin,18,1,10,2015,7,10,2015
Effects of Pomegranate Juice on Oxidative Stress in Patients With type2 Diabetes,National Nutrition and Food Technology Institute,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Tehran,"Iran, Islamic Republic of",Passed,pomegranate juice,40,1,11,2014,24,9,2015
Reducing Distress and Improving Self-Care in Diabetes,"University of California, San Francisco",OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,San Francisco,United States,Passed,Lifestyle and Activities Education Program (LEAP-AHEAD),21,1,7,2008,14,7,2008
A Study to Look at the Effect MEDI0382 Has on Blood Sugar in People With Type 2 Diabetes and Kidney Problems and Also to Check That MEDI0382 is Well Tolerated,MedImmune LLC,INDUSTRY,Type II Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,Failed,MEDI0382,18,29,6,2018,8,6,2018
Biphasic Insulin Aspart Versus NPH Plus Regular Human Insulin in Type 2 Diabetic Patients,Tehran University of Medical Sciences,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Tehran,"Iran, Islamic Republic of",Passed,BIAsp 30,25,1,7,2011,28,6,2013
The Acute Effects of Low-dose TNF-α on Glucose Metabolism and β-cell Function in Humans,"Rigshospitalet, Denmark",OTHER,Diabetes Type 2,INTERVENTIONAL,MALE,ADULT,Copenhagen N,Denmark,Passed,Low-dose TNF-alpha,20,1,4,2006,1,10,2013
Evaluation of Block Duration in Type 2 Diabetes Patients,Pierre and Marie Curie University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Paris,France,Passed,ropivacaine,50,1,7,2011,11,10,2012
The Effect of GIP and GLP-1 on Insulin and Glucagon Secretion in Patients With HNF1A-diabetes Treated With or Without Sulphonylurea,"University Hospital, Gentofte, Copenhagen",OTHER,"Maturity-Onset Diabetes of the Young, Type 3",INTERVENTIONAL,ALL,ADULT,Hellerup,Denmark,Passed,Glimepiride 1Mg Tablet,18,8,3,2017,16,3,2017
Along-term Study of OPC-262 in Patients With Type 2 Diabetes,"Kyowa Kirin Co., Ltd.",INDUSTRY,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Chubu Region,Japan,Passed,OPC-262,20,1,8,2009,6,7,2012
The Impact of Actos Treatment of Diabetes on Glucose Transporters in Muscle,East Tennessee State University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Johnson City,United States,Passed,Pioglitazone,18,1,3,2002,27,2,2013
iDecide.Decido: Diabetes Medication Decision Support Study,University of Michigan,OTHER,"Diabetes, Type 2",INTERVENTIONAL,ALL,ADULT,Detroit,United States,Passed,Community Health Worker Diabetes Education: Print media,21,1,9,2011,1,9,2011
Effect of Semaglutide on the Psoriatic Lesions in Patients With Type 2 Diabetes Mellitus,University of Banja Luka,OTHER,Psoriasis Vulgaris,INTERVENTIONAL,ALL,ADULT,Banja Luka,Bosnia and Herzegovina,Passed,Semaglutide,18,3,5,2023,26,6,2024
Study on DMMET-01 Versus Metformin on Improvement of Metabolic Control in Naive Type 2 Diabetes Patients,Laboratorios Silanes S.A. de C.V.,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Guadalajara,Mexico,Passed,DMMET-01,40,1,3,2009,16,7,2009
A Study of OPC-262 in Patients With Type 2 Diabetes,"Kyowa Kirin Co., Ltd.",INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Chubu Region,Japan,Passed,OPC-262 2.5 mg,20,1,9,2009,19,10,2009
Safety Study of BMS-770767 in Subjects With Type 2 Diabetes,Bristol-Myers Squibb,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Lomita,United States,Passed,BMS-770767,18,1,5,2010,12,1,2010
"Assessment of the Safety, Tolerability and Pharmacodynamics After Administration of One Dose of AZD8601 to Male Patients With Type II Diabetes Mellitus (T2DM)",AstraZeneca,INDUSTRY,Male Subjects With Type II Diabetes (T2DM),INTERVENTIONAL,MALE,ADULT,Berlin,Germany,Passed,AZD8601+Placebo (SAD),18,16,12,2016,17,10,2016
