protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_statusModule_startDateStruct_date,protocolSection_statusModule_studyFirstPostDateStruct_date,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_minimumAge,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name
NCT01596244,Jordan Diabetes Microclinic Project,COMPLETED,2008-04,2012-05-10,Microclinic International,OTHER,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,18 Years,ADULT,Amman,Jordan,False,Microclinic
NCT06642467,BGEM Use as Blood Glucose Prediction Model in T2DM Population of Indonesia,COMPLETED,2024-07-30,2024-10-15,Krida Wacana Christian University,OTHER,Diabete Type 2,OBSERVATIONAL,ALL,18 Years,ADULT,Jakarta,Indonesia,False,BGEM
NCT03012074,Episodic to Real-Time Care in Diabetes Self-Management,COMPLETED,2017-03-02,2017-01-06,Duke University,OTHER,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,18 Years,ADULT,Durham,United States,False,Type 2 Diabetes Self-Management
NCT02824874,CKD-396 Drug-drug Interaction Study(A) (CKD-396 DDI(A) P1),COMPLETED,2016-04,2016-07-07,Chong Kun Dang Pharmaceutical,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,19 Years,ADULT,Jeonju-si,"Korea, Republic of",False,Duvie Tab. 0.5mg
NCT04970940,The Drug-drug Interaction Study of AJU-A51R1 and AJU-A51R2,COMPLETED,2020-07-02,2021-07-21,"AJU Pharm Co., Ltd.",INDUSTRY,T2DM (Type 2 Diabetes Mellitus),INTERVENTIONAL,ALL,19 Years,ADULT,Jeonju,"Korea, Republic of",False,Treatment A
NCT00081328,Treatment Options for Type 2 Diabetes in Adolescents and Youth (TODAY),COMPLETED,2004-05,2004-04-12,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,10 Years,CHILD,Los Angeles,United States,True,Metformin
NCT02685774,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.25/500mg in Healthy Male Volunteers,COMPLETED,2016-02,2016-02-19,Chong Kun Dang Pharmaceutical,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,19 Years,ADULT,Jeonju-si,"Korea, Republic of",False,"Duvie Tab. 0.5mg, Glucophage XR Tab. 500mg"
NCT00660790,Multifactorial Treatment of Cardiovascular Risk in Diabetic Patients: Identification of Treatment Non-Responders,COMPLETED,2008-04,2008-04-17,Medical University of Graz,OTHER,"Diabetes Mellitus, Type II",OBSERVATIONAL,ALL,45 Years,ADULT,Graz,Austria,True,Intensified Treatment of risk factors
NCT02648854,Investigate the Effect of Food on the Pharmacokinetic Characteristics of CKD-395 in Healthy Male Volunteers,COMPLETED,2015-10,2016-01-07,Chong Kun Dang Pharmaceutical,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,19 Years,ADULT,Deokjin-gu,"Korea, Republic of",False,CKD-395 0.5(Lobeglitazone)/1000(Metformin)mg 1T
NCT02627027,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.25/750 mg in Healthy Male Volunteers,COMPLETED,2015-08,2015-12-10,Chong Kun Dang Pharmaceutical,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,19 Years,ADULT,Jeonju-si,"Korea, Republic of",False,"Duvie Tab. 0.5mg, Glucodaun OR Tab. 750mg"
NCT02565368,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.5/1000 mg in Healthy Male Volunteers,COMPLETED,2015-07,2015-10-01,Chong Kun Dang Pharmaceutical,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,19 Years,ADULT,Jeonju-si,"Korea, Republic of",False,"Duvie Tab. 0.5mg, Glucophage XR Tab. 1000mg"
NCT05904847,The Effect of Theory-Based Education on Patient Empowerment and Self-Efficacy in Patients With Type 2 Diabetes,COMPLETED,2023-04-16,2023-06-15,Sakarya University,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,40 Years,ADULT,Sakarya,Turkey,False,Application of The Theory of Planned Behaviour for Diabetes
NCT06188572,The Effect of Peripheral Neuropathy Symptoms on Temporomandibular Joint Functionality,COMPLETED,2023-05-01,2024-01-03,Bandırma Onyedi Eylül University,OTHER,Diabete Type 2,OBSERVATIONAL,ALL,48 Years,ADULT,Balıkesir,Turkey,False,Michigan Neuropathy Screening Instrument
NCT00563225,20 Week Bridging Study in Type II DM,COMPLETED,2002-10,2007-11-26,Sanofi,INDUSTRY,Diabetes Mellitus Type II,INTERVENTIONAL,ALL,40 Years,ADULT,,,False,Insulin Glargine
NCT00482079,A Study of MK0431 in Patients With Type 2 Diabetes (0431-010),COMPLETED,2003-05-13,2007-06-04,Merck Sharp & Dohme LLC,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,21 Years,ADULT,,,False,"MK0431, sitagliptin phosphate / Duration of Treatment: 21 Weeks"
NCT02028091,Diabetes Mellitus - A Diagnosis Trial by Means of Non Invasive Measurements,COMPLETED,2012-09,2014-01-06,Medical University of Vienna,OTHER,Diabetes Mellitus Type II,OBSERVATIONAL,ALL,18 Years,ADULT,Vienna,Austria,False,
NCT02471794,Personalized Health Planning in Shared Medical Appointments for Individuals With Type II Diabetes Pilot Study,COMPLETED,2015-12,2015-06-15,Duke University,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Durham,United States,False,Personalized Health Planning Shared Medical Appointment
NCT05359341,Which is Better to Start With DPP-4 Inhibitors or SGLT-2 Inhibitors in Egyptian Diabetic Patients?,COMPLETED,2020-09-20,2022-05-03,Sadat City University,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,20 Years,ADULT,El Sadat,Egypt,False,Sitagliptin 50 mg
NCT01728740,Bioequivalence Study for Acarbose / Metformin FDC,COMPLETED,2012-09,2012-11-20,Bayer,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,MALE,18 Years,ADULT,Seoul,"Korea, Republic of",False,Acarbose/Metformin FDC (BAY81-9783)
NCT01301092,A Study to Compare the Concentrations of LY2189265 After Different Methods of Administration to Healthy Volunteers.,COMPLETED,2011-02,2011-02-23,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,18 Years,ADULT,Evansville,United States,True,LY2189265
NCT01247896,Single Dose Escalation Study of PF-05190457 in Healthy Volunteers,COMPLETED,2010-12,2010-11-24,Pfizer,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,18 Years,ADULT,Bruxelles,Belgium,False,PF-05190457
NCT00231387,Rosiglitazone And Plaque Study for Type 2 Diabetes Mellitus,COMPLETED,2002-09,2005-10-04,GlaxoSmithKline,INDUSTRY,Non-insulin-dependent Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,London,United Kingdom,False,rosiglitazone
NCT01025999,Mechanisms of Glycemic Improvement After Gastrointestinal Surgery,COMPLETED,2010-01,2009-12-04,University of Washington,OTHER,"Diabetes Mellitus, Type II",OBSERVATIONAL,ALL,18 Years,ADULT,Seattle,United States,False,No intervention
NCT00649909,Effect of Glucose Control on the Response to Aspirin in Type 2 Diabetic Patients,COMPLETED,2008-11,2008-04-01,Hadassah Medical Organization,OTHER,"Diabetes Mellitus, Type II",OBSERVATIONAL,ALL,,CHILD,Jerusalem,Israel,False,
NCT04893135,"Impact of the Rapid Normalization of Chronic Hyperglycemia and the Practice of Moderate Physical Activity on the ""Receptor Activator of Nuclear Factor-kappa B Ligand / Osteoprotégérine (RANKL / OPG) System in Patients Living With Type II Diabetes",COMPLETED,2021-10-11,2021-05-19,Centre Hospitalier Sud Francilien,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Corbeil-Essonnes,France,False,pratice physical activity
NCT00528918,Comparison of Apidra to Regular Insulin in Hospitalized Patients,COMPLETED,2007-06,2007-09-12,Carl T. Hayden VA Medical Center,FED,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,,CHILD,Phoenix,United States,False,Glulisine (Apidra)
NCT03727854,Effect of Premeal Protein-bar on Glycemic Control in Patients With Type 2 Diabetes,COMPLETED,2018-08-27,2018-11-01,Seoul National University Hospital,OTHER,Patients With Type 2 Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,Seoul,"Korea, Republic of",True,Premeal protein enriched bar
NCT01782092,Activator and Type II Diabetics,COMPLETED,2012-08,2013-02-01,Life University,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,30 Years,ADULT,Marietta,United States,False,Chiropractic Adjustment
NCT04768673,A Study to Investigate the PK and Safety of CKD-393,COMPLETED,2021-03-26,2021-02-24,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,Seoul,"Korea, Republic of",False,CKD-393 formulation I
NCT01735253,Prospective Observatonal Study for Effect of Duodenojejunal Bypass and Gastric Bypass on T2DM Patients,COMPLETED,2009-12,2012-11-28,Inha University Hospital,OTHER,Non Insulin Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Incheon,"Korea, Republic of",False,laparoscopic roux en Y gastric bypass / open duodenojejunal bypass
NCT00889785,Situational Problem Solving in Adolescents With Type 2 Diabetes: Enhancing a Randomized Controlled Trial (RCT),COMPLETED,2009-06,2009-04-29,Vanderbilt University,OTHER,Adolescents With Type 2 Diabetes,INTERVENTIONAL,ALL,12 Years,CHILD,Nashville,United States,False,Comprehensive intervention (disease management program)
NCT01373814,Nutritional Therapy for Diabetic Cardiomyopathy,COMPLETED,2010-09-03,2011-06-15,Washington University School of Medicine,OTHER,T2DM (Type 2 Diabetes Mellitus),OBSERVATIONAL,ALL,35 Years,ADULT,Saint Louis,United States,False,
NCT00985114,Safety and Efficacy Study of EndoBarrier in Subjects With Type II Diabetes and Obesity,COMPLETED,2009-10,2009-09-28,Morphic Medical Inc.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Arnhem,Netherlands,True,EndoBarrier
NCT01610934,The Effects of GLP-1 in Maturity-Onset Diabetes of The Young (MODY),COMPLETED,2012-08,2012-06-04,"University Hospital, Gentofte, Copenhagen",OTHER,Maturity-onset Diabetes of the Young,INTERVENTIONAL,ALL,18 Years,ADULT,Hellerup,Denmark,False,liraglutide
NCT05881213,"Clinical Trial to Investigate the Pharmacokinetics and Safety After Oral Administration of CKD-378 and Co-administration of D745, D150, D029 in Healthy Adults",COMPLETED,2023-06-01,2023-05-31,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,Seoul,"Korea, Republic of",False,CKD-378 (low-dose)
NCT01980459,Magnesium Treatment of Inflammation in Disorders of Glucose Homeostasis,COMPLETED,2013-10,2013-11-11,George Washington University,OTHER,Non-Insulin Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Kuwait City,Kuwait,False,magnesium lactate
NCT05741437,A Clinical Trial to Compare and Evaluate the Safety and Pharmacokinetics of CKD-378,COMPLETED,2023-04-11,2023-02-23,Chong Kun Dang Pharmaceutical,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,Seoul,"Korea, Republic of",False,"CKD-378, QD, PO Drug: D745, D150, QD, PO"
NCT03596177,A Study to Evaluate the Effect of MEDI0382 on Energy Balance in Overweight and Obese Participants With Type 2 Diabetes Mellitus,COMPLETED,2018-09-26,2018-07-23,MedImmune LLC,INDUSTRY,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,30 Years,ADULT,Cambridge,United Kingdom,True,MEDI0382
NCT04639492,Postbiotic MBS and Metformin Combination in Patients With T2DM,COMPLETED,2020-11-02,2020-11-20,Microbio Co Ltd,INDUSTRY,Type-II Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,Taipei,Taiwan,False,MBS oral solution
NCT00359112,AVANDAMET Versus Metformin And Sulphonylurea In People With Poorly Controlled Type 2 Diabetes,COMPLETED,2004-02,2006-08-01,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Brugge,Belgium,False,metformin
NCT00318656,24-Hour Glycemia: Rosiglitazone Versus Glimepiride In Type 2 Diabetes,COMPLETED,2005-11,2006-04-27,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,40 Years,ADULT,,,True,rosiglitazone-metformin fixed dose combination
NCT01384045,Outreach for Diabetes Cure,COMPLETED,2009-02,2011-06-28,"University of Colorado, Denver",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Aurora,United States,False,Health promotion outreach
NCT01342939,Pathophysiological Implications of the Incretin Hormones in Maturity Onset of Diabetes of the Young (MODY),COMPLETED,2011-01,2011-04-27,"University Hospital, Gentofte, Copenhagen",OTHER,Maturity-onset Diabetes of the Young,OBSERVATIONAL,ALL,18 Years,ADULT,Hellerup,Denmark,False,Oral Glucose Tolerance Test (OGTT)
NCT04499846,Educational Intervention Targeting Statin Therapy and Compliance in Diabetic Patients,COMPLETED,2020-06-11,2020-08-05,Lille Catholic University,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,18 Years,ADULT,Lomme,France,False,Therapeutic education
NCT00269061,"Study In Patients With Type 2 Diabetes Who Are Taking Metformin And Sulfonylurea, Metformin And Insulin, Or Insulin",COMPLETED,2006-01,2005-12-23,GlaxoSmithKline,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Belmont,United States,False,pioglitazone
NCT06006468,Evaluating ImmuNe Changes in the Evolution of Pre Type 1 Diabetes With Adult ONset,COMPLETED,2023-02-01,2023-08-23,Royal Devon and Exeter NHS Foundation Trust,OTHER,Type 1 Diabetes,OBSERVATIONAL,ALL,,CHILD,Exeter,United Kingdom,False,High genetic risk for type 1 diabetes
NCT01207934,Recombinant Human Leptin Therapy Effects on Insulin Action,COMPLETED,1998-08,2010-09-23,Washington University School of Medicine,OTHER,Type Two Diabetes Mellitus,INTERVENTIONAL,ALL,25 Years,ADULT,Saint Louis,United States,True,placebo
NCT05711602,The Physical and Mental Health of People With Type II Diabetes Mellitus.,COMPLETED,2023-01-09,2023-02-03,University of Jaén,OTHER,Adult ALL,INTERVENTIONAL,ALL,60 Years,ADULT,Jaén,Spain,False,Pilates
NCT05789706,Use of a Smart-phone Based Medication Adherence Platform to Improve Outcomes in Uncontrolled Non-insulin Dependent Diabetes Among Veterans,COMPLETED,2021-03-24,2023-03-29,VA Sierra Nevada Health Care System,FED,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Reno,United States,False,Dayamed Arthur a novel intelligent medication adherence platform
NCT04540016,Mass Balance and Biotransformation of [14C]HSK7653 in Human,COMPLETED,2020-11-15,2020-09-07,"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY,Type II Diabetes,INTERVENTIONAL,MALE,18 Years,ADULT,Suzhou,China,False,[14C]HSK7653
NCT00156897,Efficacy and Safety of ATL-962 in Obese Diabetics,COMPLETED,2004-12,2005-09-12,Alizyme,INDUSTRY,Non-Insulin-Dependent Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Aalborg,Denmark,False,ATL-962
NCT00856908,Safety and Tolerability After Four Weeks of Treatment With AZD1656 in Patients With Type 2 Diabetes,COMPLETED,2009-02,2009-03-06,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Chula Vista,United States,True,AZD1656
NCT02556840,Impact on Birth Weight of Two Therapeutic Strategies (Insulin Therapy From the Beginning of Pregnancy vs. Insulin Therapy Initiated According to Fetal Growth Evaluated by Ultrasonography Measurements) in Pregnant Women With Monogenic Diabetes,COMPLETED,2016-04-25,2015-09-22,Assistance Publique - Hôpitaux de Paris,OTHER,Maturity-Onset Diabetes of the Young,INTERVENTIONAL,FEMALE,18 Years,ADULT,Paris,France,False,insulin therapy
NCT01698528,Evaluation of a Prototype Diabetes Management System Applied to Insulin Initiation and Titration,COMPLETED,2012-10,2012-10-03,Joslin Diabetes Center,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Boston,United States,True,Tablet Computer
NCT01927562,Initial Clinical Evaluation of an Endoscopic Therapy for Type 2 Diabetes,COMPLETED,2013-07-13,2013-08-22,Fractyl Health Inc.,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,28 Years,ADULT,Santiago,Chile,True,Fractyl Duodenal Remodeling System
NCT03498001,Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,COMPLETED,2018-04-16,2018-04-13,Centre Hospitalier Universitaire Dijon,OTHER,Type II Diabetes,INTERVENTIONAL,ALL,50 Years,ADULT,Dijon,France,False,GLP-1 agonists
NCT01619332,"Clinical Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of LEZ763",COMPLETED,2012-03,2012-06-14,Novartis Pharmaceuticals,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Chula Vista,United States,False,Placebo
NCT06377657,Oxidative and Antioxidant Indices to HIIT and Aloe Vera Supplementation in Patients With T2DM,COMPLETED,2022-01-15,2024-04-22,University of Nis,OTHER,Diabetes Type 2,INTERVENTIONAL,MALE,25 Years,ADULT,Amol,"Iran, Islamic Republic of",False,Exercise
NCT00703482,"A Randomised, Double-Blind, Placebo-Controlled Study Assessing the Effect of Fenofibrate, Coenzyme Q10 and Their co-Administration on Ventricular Diastolic Function in Patients With Type 2 Diabetes",COMPLETED,2003-05,2008-06-23,Solvay Pharmaceuticals,INDUSTRY,Patients With Type 2 Diabetes,INTERVENTIONAL,ALL,40 Years,ADULT,Fremantle,Australia,False,Fenofibrate/CoQ10
NCT02984644,Paradoxical Stimulation of Hepatic Glucose Production With Dapagliflozin,COMPLETED,2017-09-06,2016-12-07,The University of Texas Health Science Center at San Antonio,OTHER,Type II; Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,San Antonio,United States,True,Dapagliflozin
NCT00819884,To Evaluate 24-hr Glucose After OD vs BD AZD1656,COMPLETED,2009-01,2009-01-09,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,San Antonio,United States,False,AZD1656
NCT01330251,The Effect of Gastric Bypass Surgery on Diabetes,COMPLETED,2011-01,2011-04-06,University of Oulu,OTHER,Type II Diabetes,OBSERVATIONAL,ALL,18 Years,ADULT,Oulu,Finland,False,
NCT02429258,Effect of Dapagliflozin on 24-hour Blood Glucose in T2DM Patients Inadequately Controlled With Either Metformin Or Insulin,COMPLETED,2015-05,2015-04-29,AstraZeneca,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,Farxiga
NCT01206725,Exercise Study on Cardiac Function in Patients With Diabetes Mellitus Type 2 and Diastolic Dysfunction,COMPLETED,2010-09,2010-09-22,Norwegian University of Science and Technology,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,20 Years,ADULT,Trondheim,Norway,False,Exercise
NCT03784703,Type 2 Diabetic Patients Maintained on Statin Therapy,COMPLETED,2018-01-01,2018-12-24,Damanhour University,OTHER,Dyslipidemia Associated With Type II Diabetes Mellitus,INTERVENTIONAL,ALL,35 Years,ADULT,Tanta,Egypt,False,Atorvastatin 40 Mg Oral Tablet
NCT03437109,Efficacy of Androgen Substitution for Hypogonadism in Men With Type 2 Diabetes Mellitus,COMPLETED,2017-12-06,2018-02-19,Besins Healthcare,INDUSTRY,T2DM (Type 2 Diabetes Mellitus),OBSERVATIONAL,MALE,45 Years,ADULT,Moscow,Russian Federation,False,Laboratory tests
NCT02084251,Clinical Trial for PB-119 in Healthy Subjects (Phase I),COMPLETED,2014-02,2014-03-11,"PegBio Co., Ltd.",OTHER,Type II Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Beijing,China,False,PB-119
NCT02726217,NYULMC CareSmarts Pilot,COMPLETED,2016-03-01,2016-04-01,NYU Langone Health,OTHER,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,New York,United States,False,CareSmarts Mobile Health Diabetes Program
NCT00882882,To Demonstrate the Relative Bioavailability of Metformin HCL 500 mg Extended Release (XR) Tablets Under Fasting Conditions,COMPLETED,2001-06,2009-04-17,Sandoz,INDUSTRY,Type II Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,,,False,"Metformin HCL 500 mg Extended-Release Tablets, Geneva PTC"
NCT02496000,Phase II Safety and Efficacy Study of Oral ORMD-0801 in Patients With Type 2 Diabetes Mellitus,COMPLETED,2015-07-27,2015-07-14,"Oramed, Ltd.",INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,20 Years,ADULT,Phoenix,United States,True,ORMD-0801
NCT00887302,Metabolomics of Roux-en-Y Gastric Bypass (RYGB) With Gastrostomy,COMPLETED,2009-03-25,2009-04-23,East Carolina University,OTHER,Type II Diabetes Mellitus,OBSERVATIONAL,FEMALE,18 Years,ADULT,Greenville,United States,False,Gastric Band
NCT04830969,Impact of Periodontal Therapy on Patients With Diabetes,COMPLETED,2016-11-08,2021-04-05,State University of New York at Buffalo,OTHER,"Diabetes Mellitus, Type II",INTERVENTIONAL,ALL,25 Years,ADULT,Buffalo,United States,True,Chlorhexidine gluconate oral rinse
NCT01652729,"Comparison Study of the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus",COMPLETED,2013-02,2012-07-30,AstraZeneca,INDUSTRY,Diabetes Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,Exenatide once weekly suspension
NCT00561171,Phase IIa Study to Investigate the Efficacy and Safety of SPP635 in Diabetic and Hypertensive Patients With Albuminuria,COMPLETED,2007-11,2007-11-20,Speedel Pharma Ltd.,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,18 Years,ADULT,Ballinasloe,Ireland,False,SPP635
NCT06476990,Food Rx + Community Health Worker,COMPLETED,2021-05-14,2024-06-27,University of Kansas Medical Center,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Kansas City,United States,False,Healthy food box
